551.6012706,393.01451385201693,0
543.6211762,408.6565848615271,0
551.2052601,372.02201357478293,0
548.9140464,401.8071594,0
544.6207986,338.51668220520173,0
551.6414394,354.1946331968146,0
549.9386353,414.43229606269244,0
548.9313937,408.06659564418663,0
544.0109392,394.8216765898479,0
544.4119171,367.85030508175623,0
543.0853137,364.0463180839984,0
546.2744885,411.3374508188923,0
552.5390835,344.2468508670495,0
548.998704,366.0804550055338,0
551.3906688,378.01799726694344,0
548.5212895,347.6738397,0
552.9120055,359.84631868236875,0
551.868713,382.7215566260512,0
546.4549994,317.7993655113554,0
548.9136287,322.4817914341174,0
551.70391,359.4994999223177,0
550.1924084,406.5793762715041,0
551.7327182,407.19390734391925,0
548.24187,402.33768729635705,0
550.2805824,348.77041753702235,0
549.3391485,396.1919795350139,0
549.4225093,320.36870509240396,0
550.6717608,321.3100159254086,0
547.7906008,376.6104354134343,0
547.5771004,385.68884653768663,0
552.6367486,385.9015929399979,0
545.844231,412.2611059,0
554.1433024,349.1140023810797,0
547.8216753,375.6246256503273,0
546.0562453,391.5014153126483,0
553.0459598,400.3740378105998,0
552.2945864,366.8870077499869,0
548.29751,385.96680653013505,0
549.4366617,412.2156095583674,0
553.952813,428.94019595829155,0
548.8609501,352.89084234054184,0
546.316181,433.6460556303463,0
551.5930834,365.3147131318315,0
551.0506611,356.9058435651109,0
546.8194553,436.0717678887411,0
548.2636692,416.6518975190995,0
549.1787429,377.3912060783781,0
547.9679221,391.97829055422517,0
550.7011052,413.9866409759064,0
541.6820261,406.4029812,0
549.3326314,447.4476280589422,0
542.5083357,391.5358348606207,0
541.9750949,357.60732095153276,0
548.4461701,387.17077573094184,0
544.0693775,444.2206921137569,0
545.3830523,372.82754811626313,0
547.5239723,389.97828129994843,0
542.6013561,399.33937217955724,0
548.9302077,368.90342503250724,0
547.8547778,372.17896700243966,0
547.9817524,439.2756686,0
546.7825155,410.97713532111237,0
546.8521909,423.1356145837607,0
547.5789089,405.97523323843785,0
542.2005841,410.99101608910195,0
549.4869577,376.3584621615373,0
544.9869889,358.9459333,0
545.7443205,381.6507837873928,0
547.7431886,422.18446862285066,0
545.0919309,399.8004119430752,0
551.0807553,348.37708200254747,0
